state_code,mun_code,mun_name,,mapa,conapo,,,ent,mun,Clave,clavem,Municipio,poblaciontotal,poblacionanalfabeta,poblacion,Ocupantesenviviendassindrenaje,OcupanteenviviendassinenergÌaelÈctrica,Ocupantesenviviendassinaguaentubada,Viviendasconalg˙nniveldehacinamiento,Ocupantesnviviendasconpisodetierra,Poblacionenlocalidadesconmenosde5000habitantes,Poblacionocupadaconingresodehasta2salariosminimos,indicedemarginacion,Gradodemarginacion,indicedemarginacionescala,Lugarqueocupaenelcontextonacional,,
17,19,Tepalcingo,,1719,1719,VERDADERO,,17,19,17,17019, Tepalcingo                                       , 25 346 ,12.36,29.56,6.44,0.79,20.62,40.66,12.27,52.45,65.27,-0.2344,Medio,25.0235, 1 400,,
17,20,Tepoztl√°n,,1720,1720,VERDADERO,,17,20,17,17020, Tepoztl·n                                        , 41 629 ,5.10,14.65,3.36,1.48,40.60,34.68,7.85,66.06,41.94,-0.7808,Bajo,18.8494, 1 859,,
17,21,Tetecala,,1721,1721,VERDADERO,,17,21,17,17021, Tetecala                                         , 7 441 ,9.83,25.00,4.93,1.42,0.91,36.72,12.46,100.00,51.15,-0.4883,Medio,22.1543, 1 609,,
17,22,Tetela del Volc√°n,,1722,1722,VERDADERO,,17,22,17,17022, Tetela del Volc·n                                , 19 138 ,8.10,25.79,4.13,1.87,2.33,47.17,20.29,12.86,72.84,-0.4137,Medio,22.9975, 1 551,,
17,23,Tlalnepantla,,1723,1723,VERDADERO,,17,23,17,17023, Tlalnepantla                                     , 6 636 ,7.66,21.54,6.27,1.07,55.94,51.30,9.75,100.00,64.54,0.0972,Medio,28.7713, 1 114,,
17,24,Tlaltizap√°n,,1724,1724,VERDADERO,,17,24,17,17024, Tlaltizap·n                                      , 48 881 ,9.11,22.49,2.55,1.29,6.92,35.46,12.55,44.24,45.29,-0.8237,Bajo,18.3648, 1 893,,
17,25,Tlaquiltenango,,1725,1725,VERDADERO,,17,25,17,17025, Tlaquiltenango                                   , 31 534 ,9.38,24.29,4.06,0.83,11.83,34.52,13.39,41.86,53.53,-0.6811,Medio,19.9765, 1 771,,
17,26,Tlayacapan,,1726,1726,VERDADERO,,17,26,17,17026, Tlayacapan                                       , 16 543 ,6.98,19.79,4.85,1.23,20.96,44.82,8.96,51.71,44.84,-0.6836,Medio,19.9483, 1 776,,
17,27,Totolapan,,1727,1727,VERDADERO,,17,27,17,17027, Totolapan                                        , 10 789 ,6.84,20.27,5.25,1.97,41.17,51.07,14.41,42.55,63.18,-0.2273,Medio,25.1036, 1 390,,
17,28,Xochitepec,,1728,1728,VERDADERO,,17,28,17,17028, Xochitepec                                       , 63 382 ,7.32,20.80,2.48,1.47,7.17,40.23,12.11,28.70,36.78,-0.9707,Bajo,16.7039, 2 017,,
17,29,Yautepec,,1729,1729,VERDADERO,,17,29,17,17029, Yautepec                                         , 97 827 ,6.54,18.21,2.13,1.20,10.26,37.42,8.70,19.76,37.64,-1.1190,Bajo,15.0282, 2 113,,
17,30,Yecapixtla,,1730,1730,VERDADERO,,17,30,17,17030, Yecapixtla                                       , 46 809 ,7.42,21.99,3.04,2.75,16.93,48.70,12.02,36.83,48.13,-0.6001,Medio,20.8920, 1 706,,
17,31,Zacatepec,,1731,1731,VERDADERO,,17,31,17,17031, Zacatepec                                        , 35 063 ,5.60,15.32,1.01,0.55,0.94,29.41,6.46,7.85,40.24,-1.4262,Muy bajo,11.5567, 2 294,,
17,32,Zacualpan,,1732,1732,VERDADERO,,17,32,17,17032, Zacualpan                                        , 9 087 ,5.72,21.56,5.14,1.35,60.76,39.14,4.43,44.02,58.92,-0.4167,Medio,22.9639, 1 555,,
17,33,Temoac,,1733,1733,VERDADERO,,17,33,17,17033, Temoac                                           , 14 641 ,9.00,24.23,4.82,0.62,21.31,49.83,11.76,60.39,67.46,-0.2342,Medio,25.0265, 1 399,,
18,1,Acaponeta,,181,181,VERDADERO,,18,1,18,18001, Acaponeta                                        , 36 572 ,8.04,23.63,8.41,2.22,6.25,39.67,6.27,47.66,52.43,-0.6936,Medio,19.8352, 1 789,,
18,2,Ahuacatl√°n,,182,182,VERDADERO,,18,2,18,18002, Ahuacatl·n                                       , 15 229 ,6.81,25.11,2.01,0.38,0.30,28.07,1.87,55.65,54.47,-0.9954,Bajo,16.4248, 2 033,,
18,3,Amatl√°n de Ca√±as,,183,183,VERDADERO,,18,3,18,18003, Amatl·n de CaÒas                                 , 11 188 ,8.58,31.98,2.89,1.12,1.55,29.29,5.18,100.00,48.21,-0.6466,Medio,20.3665, 1 738,,
18,4,Compostela,,184,184,VERDADERO,,18,4,18,18004, Compostela                                       , 70 399 ,7.28,27.71,2.16,0.97,6.66,36.25,3.61,42.11,37.98,-0.9768,Bajo,16.6353, 2 022,,
18,5,Huajicori,,185,185,VERDADERO,,18,5,18,18005, Huajicori                                        , 11 400 ,14.08,33.92,32.14,30.67,24.62,62.64,14.74,100.00,83.30,1.4575,Muy alto,44.1421,  195,,
18,6,Ixtl√°n del R√≠o,,186,186,VERDADERO,,18,6,18,18006, Ixtl·n del RÌo                                   , 27 273 ,6.43,22.78,1.10,0.92,3.80,30.17,2.50,14.56,41.10,-1.2737,Muy bajo,13.2799, 2 211,,
18,7,Jala,,187,187,VERDADERO,,18,7,18,18007, Jala                                             , 17 698 ,8.37,26.69,7.19,3.45,7.01,48.15,8.12,68.44,63.95,-0.2972,Medio,24.3142, 1 455,,
18,8,Xalisco,,188,188,VERDADERO,,18,8,18,18008, Xalisco                                          , 49 102 ,3.81,16.31,0.68,0.37,1.02,29.17,1.67,27.29,32.59,-1.5122,Muy bajo,10.5853, 2 318,,
18,9,Del Nayar,,189,189,VERDADERO,,18,9,18,18009, Del Nayar                                        , 34 300 ,33.85,56.12,69.10,61.55,51.54,67.75,29.18,100.00,78.14,3.6028,Muy alto,68.3824,  4,,
18,10,Rosamorada,,1810,1810,VERDADERO,,18,10,18,18010, Rosamorada                                       , 34 393 ,9.41,30.56,8.62,3.34,7.17,40.78,7.34,100.00,66.48,-0.1546,Medio,25.9255, 1 326,,
18,11,Ru√≠z,,1811,1811,VERDADERO,,18,11,18,18011, RuÌz                                             , 23 469 ,9.72,29.73,11.26,6.97,7.87,44.27,7.44,40.13,51.03,-0.4010,Medio,23.1418, 1 545,,
18,12,San Blas,,1812,1812,VERDADERO,,18,12,18,18012, San Blas                                         , 43 120 ,7.27,28.14,3.42,1.03,3.39,36.18,5.01,76.38,44.58,-0.7593,Bajo,19.0931, 1 840,,
18,13,San Pedro Lagunillas,,1813,1813,VERDADERO,,18,13,18,18013, San Pedro Lagunillas                             , 7 510 ,7.79,28.96,3.36,0.83,1.00,29.18,2.75,100.00,46.46,-0.7614,Bajo,19.0685, 1 844,,
18,14,Santa Mar√≠a del Oro,,1814,1814,VERDADERO,,18,14,18,18014, Santa MarÌa del Oro                              , 22 412 ,9.55,32.41,5.25,3.63,3.10,35.76,9.07,100.00,49.24,-0.3921,Medio,23.2416, 1 537,,
18,15,Santiago Ixcuintla,,1815,1815,VERDADERO,,18,15,18,18015, Santiago Ixcuintla                               , 93 074 ,7.68,27.81,3.78,0.83,24.63,36.70,3.60,69.76,49.54,-0.5947,Medio,20.9527, 1 699,,
18,16,Tecuala,,1816,1816,VERDADERO,,18,16,18,18016, Tecuala                                          , 39 756 ,8.27,28.91,2.30,0.87,12.97,35.71,3.45,63.50,53.78,-0.6638,Medio,20.1719, 1 755,,
18,17,Tepic,,1817,1817,VERDADERO,,18,17,18,18017, Tepic                                            , 380 249 ,3.12,12.51,0.87,0.66,1.01,26.36,1.78,10.60,29.66,-1.7056,Muy bajo,8.3997, 2 391,,
18,18,Tuxpan,,1818,1818,VERDADERO,,18,18,18,18018, Tuxpan                                           , 30 030 ,6.51,25.26,1.84,0.45,17.05,35.86,3.07,27.71,50.70,-0.9161,Bajo,17.3208, 1 965,,
18,19,La Yesca,,1819,1819,VERDADERO,,18,19,18,18019, La Yesca                                         , 13 600 ,14.03,41.52,42.60,34.49,25.16,52.67,21.00,100.00,73.21,1.6199,Muy alto,45.9766,  152,,
18,20,Bah√≠a de Banderas,,1820,1820,VERDADERO,,18,20,18,18020, BahÌa de Banderas                                , 124 205 ,4.23,17.39,0.94,0.60,2.49,36.35,2.49,19.11,21.74,-1.5066,Muy bajo,10.6486, 2 317,,
19,1,Abasolo,,191,191,VERDADERO,,19,1,19,19001, Abasolo                                          , 2 791 ,2.78,15.73,1.45,1.94,6.68,42.31,2.19,100.00,20.02,-1.1134,Bajo,15.0915, 2 106,,
19,2,Agualeguas,,192,192,VERDADERO,,19,2,19,19002, Agualeguas                                       , 3 443 ,4.58,27.78,1.20,1.29,3.12,26.12,0.94,100.00,36.96,-0.9954,Bajo,16.4248, 2 032,,
19,3,Los Aldamas,,193,193,VERDADERO,,19,3,19,19003, Los Aldamas                                      , 1 374 ,5.80,39.81,2.76,1.42,4.43,17.03,0.30,100.00,50.85,-0.7513,Bajo,19.1833, 1 829,,
19,4,Allende,,194,194,VERDADERO,,19,4,19,19004, Allende                                          , 32 593 ,2.74,17.93,0.38,0.18,3.52,32.06,1.46,20.03,15.19,-1.6622,Muy bajo,8.8908, 2 376,,
19,5,An√°huac,,195,195,VERDADERO,,19,5,19,19005, An·huac                                          , 18 480 ,4.17,23.63,2.08,3.03,6.96,35.84,4.12,10.02,42.60,-1.1415,Bajo,14.7744, 2 127,,
19,6,Apodaca,,196,196,VERDADERO,,19,6,19,19006, Apodaca                                          , 523 370 ,1.11,6.17,0.01,0.05,0.16,31.52,1.08,2.56,15.87,-1.9777,Muy bajo,5.3252, 2 445,,
19,7,Aramberri,,197,197,VERDADERO,,19,7,19,19007, Aramberri                                        , 15 470 ,10.70,37.94,6.14,5.96,13.68,44.38,15.04,100.00,76.00,0.2900,Medio,30.9494,  938,,
19,8,Bustamante,,198,198,VERDADERO,,19,8,19,19008, Bustamante                                       , 3 773 ,3.87,18.60,0.83,1.09,3.09,34.15,1.57,100.00,42.26,-0.9945,Bajo,16.4353, 2 031,,
19,9,Cadereyta Jim√©nez,,199,199,VERDADERO,,19,9,19,19009, Cadereyta JimÈnez                                , 86 445 ,2.62,15.38,0.54,0.55,6.83,32.87,1.74,21.21,16.53,-1.6384,Muy bajo,9.1597, 2 361,,
19,10,Carmen,,1910,1910,VERDADERO,,19,10,19,19010, Carmen                                           , 16 092 ,2.42,12.84,0.31,0.96,2.42,50.69,2.62,40.54,12.95,-1.4251,Muy bajo,11.5689, 2 293,,
19,11,Cerralvo,,1911,1911,VERDADERO,,19,11,19,19011, Cerralvo                                         , 7 855 ,5.60,26.88,1.61,1.41,5.71,30.31,0.55,8.73,25.46,-1.3976,Muy bajo,11.8806, 2 283,,
19,12,Ci√©nega de Flores,,1912,1912,VERDADERO,,19,12,19,19012, CiÈnega de Flores                                , 24 526 ,2.26,11.95,0.14,0.13,0.67,42.68,1.23,13.79,18.98,-1.6426,Muy bajo,9.1114, 2 366,,
19,13,China,,1913,1913,VERDADERO,,19,13,19,19013, China                                            , 10 864 ,4.77,28.71,1.93,1.14,10.71,28.86,0.80,17.19,19.28,-1.3937,Muy bajo,11.9247, 2 282,,
19,14,Dr. Arroyo,,1914,1914,VERDADERO,,19,14,19,19014, Dr. Arroyo                                       , 35 445 ,13.35,37.62,8.30,3.94,39.88,43.17,7.26,71.02,71.97,0.2368,Medio,30.3481,  978,,
19,15,Dr. Coss,,1915,1915,VERDADERO,,19,15,19,19015, Dr. Coss                                         , 1 716 ,6.44,38.82,2.00,1.47,8.11,23.78,1.24,100.00,35.43,-0.7855,Bajo,18.7970, 1 863,,
19,16,Dr. Gonz√°lez,,1916,1916,VERDADERO,,19,16,19,19016, Dr. Gonz·lez                                     , 3 345 ,5.81,29.52,4.05,2.52,12.95,36.98,3.31,100.00,22.82,-0.7879,Bajo,18.7690, 1 866,,
19,17,Galeana,,1917,1917,VERDADERO,,19,17,19,19017, Galeana                                          , 39 991 ,8.97,34.09,6.36,1.80,19.11,44.96,4.54,82.44,67.80,-0.1219,Medio,26.2952, 1 298,,
19,18,Garc√≠a,,1918,1918,VERDADERO,,19,18,19,19018, GarcÌa                                           , 143 668 ,2.03,9.42,0.20,0.56,2.14,46.42,3.07,5.37,15.96,-1.6581,Muy bajo,8.9369, 2 373,,
19,19,San Pedro Garza Garc√≠a,,1919,1919,VERDADERO,,19,19,19,19019, San Pedro Garza GarcÌa                           , 122 659 ,1.45,6.40,0.01,0.02,0.08,13.58,1.21,0.03,9.77,-2.2640,Muy bajo,2.0896, 2 455,,
19,20,Gral. Bravo,,1920,1920,VERDADERO,,19,20,19,19020, Gral. Bravo                                      , 5 527 ,5.45,28.38,1.73,3.62,10.39,30.26,1.24,100.00,17.95,-0.9914,Bajo,16.4698, 2 028,,
19,21,Gral. Escobedo,,1921,1921,VERDADERO,,19,21,19,19021, Gral. Escobedo                                   , 357 937 ,2.02,9.92,0.25,0.25,2.65,37.51,3.31,1.53,14.18,-1.7956,Muy bajo,7.3832, 2 415,,
19,22,Gral. Ter√°n,,1922,1922,VERDADERO,,19,22,19,19022, Gral. Ter·n                                      , 14 437 ,5.32,28.85,2.29,3.19,13.89,32.66,3.77,56.13,34.09,-0.9248,Bajo,17.2223, 1 973,,
19,23,Gral. Trevi√±o,,1923,1923,VERDADERO,,19,23,19,19023, Gral. TreviÒo                                    , 1 277 ,4.55,34.84,2.76,2.39,8.85,21.96,0.79,100.00,35.94,-0.8745,Bajo,17.7910, 1 936,,
19,24,Gral. Zaragoza,,1924,1924,VERDADERO,,19,24,19,19024, Gral. Zaragoza                                   , 5 942 ,7.38,36.14,10.78,10.29,22.62,47.29,18.23,100.00,68.08,0.3994,Alto,32.1850,  846,,
19,25,Gral. Zuazua,,1925,1925,VERDADERO,,19,25,19,19025, Gral. Zuazua                                     , 55 213 ,1.50,7.66,0.15,0.22,0.24,39.04,0.97,9.55,12.10,-1.8563,Muy bajo,6.6972, 2 427,,
19,26,Guadalupe,,1926,1926,VERDADERO,,19,26,19,19026, Guadalupe                                        , 678 006 ,1.92,9.67,0.07,0.05,0.47,25.37,1.38,0.65,12.06,-2.0253,Muy bajo,4.7870, 2 449,,
19,27,Los Herreras,,1927,1927,VERDADERO,,19,27,19,19027, Los Herreras                                     , 2 030 ,6.17,35.87,2.97,1.21,4.99,17.80,0.71,100.00,55.89,-0.7372,Bajo,19.3426, 1 820,,
19,28,Higueras,,1928,1928,VERDADERO,,19,28,19,19028, Higueras                                         , 1 594 ,5.29,21.69,3.17,1.58,2.22,39.91,3.93,100.00,24.76,-0.9572,Bajo,16.8561, 2 001,,
19,29,Hualahuises,,1929,1929,VERDADERO,,19,29,19,19029, Hualahuises                                      , 6 914 ,3.68,23.69,1.19,0.61,2.78,33.47,1.95,17.75,33.44,-1.3539,Muy bajo,12.3735, 2 260,,
19,30,Iturbide,,1930,1930,VERDADERO,,19,30,19,19030, Iturbide                                         , 3 558 ,7.54,34.00,5.42,9.99,7.80,45.62,7.68,100.00,57.24,-0.0585,Medio,27.0118, 1 245,,
19,31,Ju√°rez,,1931,1931,VERDADERO,,19,31,19,19031, Ju·rez                                           , 256 970 ,1.63,8.60,0.18,0.10,2.80,42.59,2.46,5.48,16.53,-1.7333,Muy bajo,8.0872, 2 401,,
19,32,Lampazos de Naranjo,,1932,1932,VERDADERO,,19,32,19,19032, Lampazos de Naranjo                              , 5 349 ,4.56,25.09,2.95,0.60,2.50,34.92,2.10,6.04,36.85,-1.2929,Muy bajo,13.0629, 2 224,,
19,33,Linares,,1933,1933,VERDADERO,,19,33,19,19033, Linares                                          , 78 669 ,3.07,20.23,1.12,1.14,4.33,37.69,3.97,19.79,36.16,-1.2834,Muy bajo,13.1706, 2 219,,
19,34,Mar√≠n,,1934,1934,VERDADERO,,19,34,19,19034, MarÌn                                            , 5 488 ,3.18,16.13,0.49,0.15,4.86,42.04,1.06,100.00,13.51,-1.2400,Bajo,13.6611, 2 187,,
19,35,Melchor Ocampo,,1935,1935,VERDADERO,,19,35,19,19035, Melchor Ocampo                                   ,  862 ,4.35,25.58,1.17,0.35,0.93,17.86,0.23,100.00,36.09,-1.1902,Bajo,14.2241, 2 162,,
19,36,Mier y Noriega,,1936,1936,VERDADERO,,19,36,19,19036, Mier y Noriega                                   , 7 095 ,14.20,43.83,2.48,3.47,19.36,46.41,3.28,100.00,76.24,0.2780,Medio,30.8139,  943,,
19,37,Mina,,1937,1937,VERDADERO,,19,37,19,19037, Mina                                             , 5 447 ,6.54,26.65,3.19,2.36,7.27,45.17,3.97,100.00,28.44,-0.7030,Bajo,19.7294, 1 794,,
19,38,Montemorelos,,1938,1938,VERDADERO,,19,38,19,19038, Montemorelos                                     , 59 113 ,3.42,18.19,1.68,0.86,7.40,34.17,2.79,23.69,23.20,-1.4534,Muy bajo,11.2491, 2 302,,
19,39,Monterrey,,1939,1939,VERDADERO,,19,39,19,19039, Monterrey                                        ,1 135 550 ,2.31,10.62,0.11,0.06,0.42,25.89,1.86,0.00,19.35,-1.9222,Muy bajo,5.9521, 2 440,,
19,40,Par√°s,,1940,1940,VERDADERO,,19,40,19,19040, Par·s                                            , 1 034 ,5.48,25.83,0.97,2.63,6.91,31.23,1.07,100.00,31.79,-0.9384,Bajo,17.0695, 1 988,,
19,41,Pesquer√≠a,,1941,1941,VERDADERO,,19,41,19,19041, PesquerÌa                                        , 20 843 ,3.08,15.78,0.51,0.76,7.30,41.08,3.99,73.78,6.40,-1.3678,Muy bajo,12.2166, 2 271,,
19,42,Los Ramones,,1942,1942,VERDADERO,,19,42,19,19042, Los Ramones                                      , 5 359 ,6.63,35.59,2.86,0.93,13.64,27.26,2.94,100.00,28.76,-0.7912,Bajo,18.7317, 1 869,,
19,43,Rayones,,1943,1943,VERDADERO,,19,43,19,19043, Rayones                                          , 2 628 ,11.09,43.70,10.98,3.43,10.94,39.24,7.17,100.00,66.41,0.1078,Medio,28.8902, 1 103,,
19,44,Sabinas Hidalgo,,1944,1944,VERDADERO,,19,44,19,19044, Sabinas Hidalgo                                  , 34 671 ,3.41,16.65,0.70,0.53,3.64,31.08,1.04,4.62,27.53,-1.6178,Muy bajo,9.3916, 2 351,,
19,45,Salinas Victoria,,1945,1945,VERDADERO,,19,45,19,19045, Salinas Victoria                                 , 32 660 ,3.65,16.63,1.46,2.14,35.69,47.41,4.40,53.60,16.40,-1.0023,Bajo,16.3466, 2 038,,
19,46,San Nicol√°s de los Garza,,1946,1946,VERDADERO,,19,46,19,19046, San Nicol·s de los Garza                         , 443 273 ,1.23,7.27,0.01,0.02,0.05,17.49,0.84,0.00,9.75,-2.2108,Muy bajo,2.6909, 2 454,,
19,47,Hidalgo,,1947,1947,VERDADERO,,19,47,19,19047, Hidalgo                                          , 16 604 ,3.22,15.53,0.22,0.51,2.74,39.18,0.61,0.48,15.85,-1.6828,Muy bajo,8.6574, 2 381,,
19,48,Santa Catarina,,1948,1948,VERDADERO,,19,48,19,19048, Santa Catarina                                   , 268 955 ,2.30,11.01,0.12,0.14,1.36,29.87,1.60,0.23,17.97,-1.8739,Muy bajo,6.4985, 2 431,,
19,49,Santiago,,1949,1949,VERDADERO,,19,49,19,19049, Santiago                                         , 40 469 ,2.31,14.19,1.47,0.83,7.63,28.60,3.33,8.97,17.10,-1.7196,Muy bajo,8.2422, 2 394,,
19,50,Vallecillo,,1950,1950,VERDADERO,,19,50,19,19050, Vallecillo                                       , 1 971 ,5.94,31.73,2.72,2.40,12.23,32.42,0.89,100.00,35.90,-0.7361,Bajo,19.3546, 1 819,,
19,51,Villaldama,,1951,1951,VERDADERO,,19,51,19,19051, Villaldama                                       , 4 113 ,4.03,20.18,4.49,0.83,4.26,27.31,3.57,100.00,43.39,-0.9755,Bajo,16.6493, 2 020,,
20,1,Abejones,,201,201,VERDADERO,,20,1,20,20001, Abejones                                         , 1 084 ,26.29,44.78,2.68,2.86,2.31,48.24,23.77,100.00,87.94,0.7968,Alto,36.6764,  528,,
20,2,Acatl√°n de P√©rez Figueroa,,202,202,VERDADERO,,20,2,20,20002, Acatl·n de PÈrez Figueroa                        , 44 885 ,17.65,39.80,8.41,3.14,16.53,47.68,27.17,70.58,70.08,0.4621,Alto,32.8937,  790,,
20,3,Asunci√≥n Cacalotepec,,203,203,VERDADERO,,20,3,20,20003, AsunciÛn Cacalotepec                             , 2 495 ,31.17,42.98,5.29,6.33,33.27,47.18,21.40,100.00,85.04,1.1162,Muy alto,40.2849,  338,,
20,4,Asunci√≥n Cuyotepeji,,204,204,VERDADERO,,20,4,20,20004, AsunciÛn Cuyotepeji                              , 1 012 ,14.53,37.32,5.65,1.88,1.39,36.68,8.42,100.00,68.49,-0.0729,Medio,26.8491, 1 262,,
20,5,Asunci√≥n Ixtaltepec,,205,205,VERDADERO,,20,5,20,20005, AsunciÛn Ixtaltepec                              , 14 751 ,16.20,34.74,1.63,1.62,3.52,32.50,5.00,51.17,56.11,-0.5260,Medio,21.7288, 1 634,,
20,6,Asunci√≥n Nochixtl√°n,,206,206,VERDADERO,,20,6,20,20006, AsunciÛn Nochixtl·n                              , 17 820 ,9.41,22.64,1.19,4.58,28.61,47.04,25.45,25.45,55.95,-0.2719,Medio,24.6000, 1 433,,
20,8,Asunci√≥n Tlacolulita,,208,208,VERDADERO,,20,8,20,20008, AsunciÛn Tlacolulita                             ,  842 ,11.46,40.32,7.72,6.31,0.12,35.71,13.90,100.00,85.87,0.2392,Medio,30.3750,  973,,
20,9,Ayotzintepec,,209,209,VERDADERO,,20,9,20,20009, Ayotzintepec                                     , 6 720 ,17.50,34.84,1.34,4.11,10.70,46.17,7.35,100.00,84.08,0.2723,Medio,30.7496,  950,,
20,10,El Barrio de la Soledad,,2010,2010,VERDADERO,,20,10,20,20010, El Barrio de la Soledad                          , 13 608 ,9.11,24.80,1.15,1.54,8.00,26.49,2.36,100.00,55.05,-0.7128,Bajo,19.6185, 1 805,,
20,11,Calihual√°,,2011,2011,VERDADERO,,20,11,20,20011, Calihual·                                        , 1 220 ,32.46,56.57,26.19,0.69,3.54,45.93,32.06,100.00,80.75,1.3204,Muy alto,42.5929,  250,,
20,12,Candelaria Loxicha,,2012,2012,VERDADERO,,20,12,20,20012, Candelaria Loxicha                               , 9 860 ,27.77,49.27,2.71,14.45,44.62,65.84,18.32,100.00,75.49,1.4664,Muy alto,44.2420,  193,,
20,13,Ci√©nega de Zimatl√°n,,2013,2013,VERDADERO,,20,13,20,20013, CiÈnega de Zimatl·n                              , 2 785 ,12.47,40.70,0.86,0.22,1.22,25.64,17.64,100.00,64.84,-0.2089,Medio,25.3116, 1 378,,
20,14,Ciudad Ixtepec,,2014,2014,VERDADERO,,20,14,20,20014, Ciudad Ixtepec                                   , 26 450 ,9.70,22.33,1.65,1.91,1.47,38.31,6.80,4.04,39.65,-1.1050,Bajo,15.1866, 2 098,,
20,15,Coatecas Altas,,2015,2015,VERDADERO,,20,15,20,20015, Coatecas Altas                                   , 4 712 ,44.21,67.97,27.86,3.23,71.54,65.62,16.53,100.00,92.21,2.4462,Muy alto,55.3132,  29,,
20,16,Coicoy√°n de las Flores,,2016,2016,VERDADERO,,20,16,20,20016, Coicoy·n de las Flores                           , 8 531 ,58.74,77.50,17.77,9.39,14.71,77.57,26.15,100.00,93.57,2.7764,Muy alto,59.0452,  14,,
20,17,La Compa√±√≠a,,2017,2017,VERDADERO,,20,17,20,20017, La CompaÒÌa                                      , 3 302 ,26.79,53.55,1.46,3.31,40.93,52.35,41.00,100.00,87.44,1.4752,Muy alto,44.3418,  189,,
20,18,Concepci√≥n Buenavista,,2018,2018,VERDADERO,,20,18,20,20018, ConcepciÛn Buenavista                            ,  834 ,11.09,53.41,8.77,6.70,10.23,41.70,23.72,100.00,83.15,0.6931,Alto,35.5037,  603,,
20,19,Concepci√≥n P√°palo,,2019,2019,VERDADERO,,20,19,20,20019, ConcepciÛn P·palo                                , 3 071 ,20.72,56.24,0.23,2.20,5.74,46.07,32.55,100.00,89.97,0.9449,Muy alto,38.3492,  436,,
20,20,Constancia del Rosario,,2020,2020,VERDADERO,,20,20,20,20020, Constancia del Rosario                           , 3 860 ,35.00,52.74,5.67,12.69,9.24,65.93,23.92,100.00,64.52,1.3724,Muy alto,43.1802,  229,,
20,21,Cosolapa,,2021,2021,VERDADERO,,20,21,20,20021, Cosolapa                                         , 14 667 ,15.10,35.41,5.78,2.75,7.75,45.38,17.21,43.27,58.59,-0.1306,Medio,26.1965, 1 308,,
20,22,Cosoltepec,,2022,2022,VERDADERO,,20,22,20,20022, Cosoltepec                                       ,  866 ,9.89,38.97,8.39,7.97,5.59,26.42,9.24,100.00,74.40,-0.0198,Medio,27.4484, 1 219,,
20,23,Cuil√°pam de Guerrero,,2023,2023,VERDADERO,,20,23,20,20023, Cuil·pam de Guerrero                             , 18 428 ,6.38,19.86,1.98,9.28,51.06,42.65,16.45,32.93,45.62,-0.3481,Medio,23.7395, 1 496,,
20,24,Cuyamecalco Villa de Zaragoza,,2024,2024,VERDADERO,,20,24,20,20024, Cuyamecalco Villa de Zaragoza                    , 3 846 ,36.03,64.17,4.07,7.81,17.62,59.50,24.46,100.00,85.60,1.6362,Muy alto,46.1610,  143,,
20,25,Chahuites,,2025,2025,VERDADERO,,20,25,20,20025, Chahuites                                        , 11 105 ,17.48,42.65,4.39,2.09,40.19,48.25,9.16,3.08,62.01,0.0331,Medio,28.0464, 1 165,,
20,26,Chalcatongo de Hidalgo,,2026,2026,VERDADERO,,20,26,20,20026, Chalcatongo de Hidalgo                           , 8 481 ,16.86,34.41,3.50,3.19,32.85,45.01,35.28,100.00,74.87,0.6648,Alto,35.1849,  629,,
20,27,Chiquihuitl√°n de Benito Ju√°rez,,2027,2027,VERDADERO,,20,27,20,20027, Chiquihuitl·n de Benito Ju·rez                   , 2 458 ,37.56,64.49,2.12,2.89,22.95,45.87,10.70,100.00,85.02,1.2362,Muy alto,41.6415,  287,,
20,28,Heroica Ciudad de Ejutla de Crespo,,2028,2028,VERDADERO,,20,28,20,20028, Heroica Ciudad de Ejutla de Crespo               , 19 679 ,19.43,40.49,6.23,2.31,34.13,50.72,27.68,50.46,58.95,0.4489,Alto,32.7449,  797,,
20,29,Eloxochitl√°n de Flores Mag√≥n,,2029,2029,VERDADERO,,20,29,20,20029, Eloxochitl·n de Flores MagÛn                     , 4 263 ,45.70,64.41,1.55,23.67,86.83,56.48,23.56,100.00,86.93,2.5872,Muy alto,56.9064,  19,,
20,30,El Espinal,,2030,2030,VERDADERO,,20,30,20,20030, El Espinal                                       , 8 310 ,8.40,22.56,1.24,2.11,3.41,27.17,1.89,5.86,30.49,-1.3983,Muy bajo,11.8717, 2 284,,
20,31,Tamazul√°pam del Esp√≠ritu Santo,,2031,2031,VERDADERO,,20,31,20,20031, Tamazul·pam del EspÌritu Santo                   , 7 362 ,29.81,42.63,2.36,9.86,16.33,50.03,23.92,100.00,60.50,0.8340,Alto,37.0958,  510,,
20,32,Fresnillo de Trujano,,2032,2032,VERDADERO,,20,32,20,20032, Fresnillo de Trujano                             , 1 033 ,26.02,49.46,10.26,0.77,46.27,40.98,8.13,100.00,80.36,0.8519,Alto,37.2990,  500,,
20,33,Guadalupe Etla,,2033,2033,VERDADERO,,20,33,20,20033, Guadalupe Etla                                   , 2 433 ,4.31,15.17,1.20,3.56,5.55,31.72,8.26,100.00,37.65,-0.9561,Bajo,16.8694, 1 999,,
20,34,Guadalupe de Ram√≠rez,,2034,2034,VERDADERO,,20,34,20,20034, Guadalupe de RamÌrez                             , 1 425 ,16.81,44.57,4.42,1.62,12.99,39.39,3.10,100.00,65.16,0.0805,Medio,28.5823, 1 125,,
